step,train_loss,train_mean_token_accuracy,train_error_rate
1,3.759749412536621,0.47999998927116394,
2,2.563899040222168,0.46666666865348816,
3,1.8284751176834106,0.5111111402511597,
4,2.475989580154419,0.6071428656578064,
5,3.007652521133423,0.4193548262119293,
6,2.5435798168182373,0.6666666865348816,
7,1.2730247974395752,0.6976743936538696,
8,2.4166460037231445,0.6111111044883728,
9,2.361858606338501,0.6153846383094788,
10,2.216750383377075,0.6818181872367859,
11,2.0066049098968506,0.6333333253860474,
12,0.7717564105987549,0.7045454382896423,
13,1.8433917760849,0.625,
14,3.1433935165405273,0.5555555820465088,
15,2.6788902282714844,0.4615384638309479,
16,1.1433149576187134,0.7169811129570007,
17,2.038844108581543,0.4878048896789551,
18,2.2146642208099365,0.6521739363670349,
19,1.9733240604400635,0.523809552192688,
20,1.5390160083770752,0.5333333611488342,
21,1.482694149017334,0.5333333611488342,
22,1.1626722812652588,0.7037037014961243,
23,2.633796453475952,0.4615384638309479,
24,1.4469029903411865,0.5454545617103577,
25,1.5305299758911133,0.5833333134651184,
26,1.375650405883789,0.5909090638160706,
27,0.911779522895813,0.6333333253860474,
28,1.4536612033843994,0.5882353186607361,
29,0.9530491232872009,0.625,
30,1.6475191116333008,0.7142857313156128,
31,1.1427901983261108,0.7647058963775635,
32,1.3070995807647705,0.6000000238418579,
33,1.3518232107162476,0.6969696879386902,
34,1.5408697128295898,0.6756756901741028,
35,1.1620043516159058,0.5666666626930237,
36,1.3606206178665161,0.6774193644523621,
37,1.1326322555541992,0.7555555701255798,
38,1.1724432706832886,0.7241379022598267,
39,1.435326337814331,0.7142857313156128,
40,1.0063241720199585,0.7142857313156128,
41,1.0252305269241333,0.7111111283302307,
42,1.2682957649230957,0.6111111044883728,
43,1.3685879707336426,0.6000000238418579,
44,1.4213647842407227,0.6428571343421936,
45,0.9453340172767639,0.7058823704719543,
46,1.1326810121536255,0.7037037014961243,
47,1.359742522239685,0.6491228342056274,
48,1.2325152158737183,0.5600000023841858,
49,1.1177394390106201,0.6875,
50,1.1103382110595703,0.6666666865348816,
51,0.9673470854759216,0.6399999856948853,
52,0.9059064984321594,0.761904776096344,
53,1.5140568017959595,0.6071428656578064,
54,0.9507436752319336,0.6585366129875183,
55,1.199908971786499,0.6538461446762085,
56,0.8616560101509094,0.6595744490623474,
57,0.9437606334686279,0.692307710647583,
58,0.8397175669670105,0.7083333134651184,
59,1.3973852396011353,0.5510203838348389,
60,0.9673865437507629,0.75,
61,1.4790534973144531,0.6200000047683716,
62,0.9319400787353516,0.5625,
63,0.8947514295578003,0.7142857313156128,
64,1.0638134479522705,0.6470588445663452,
65,1.106309413909912,0.7222222089767456,
66,1.0207287073135376,0.5806451439857483,
67,1.1916552782058716,0.6346153616905212,
68,0.8779128193855286,0.7142857313156128,
69,1.0520561933517456,0.800000011920929,
70,1.433931827545166,0.5555555820465088,
71,1.4630430936813354,0.5263158082962036,
72,0.9840430617332458,0.6818181872367859,
73,1.2487913370132446,0.7142857313156128,
74,1.0001953840255737,0.761904776096344,
75,1.1576454639434814,0.5666666626930237,
76,1.3174165487289429,0.6190476417541504,
77,1.000853180885315,0.7777777910232544,
78,0.4943292737007141,0.800000011920929,
79,0.797607421875,0.8235294222831726,
80,1.3035647869110107,0.47058823704719543,
81,0.5888001918792725,0.8333333134651184,
82,1.195770025253296,0.550000011920929,
83,1.1302926540374756,0.7200000286102295,
84,1.1633358001708984,0.671875,
85,0.8990582823753357,0.695652186870575,
86,0.8905216455459595,0.7692307829856873,
87,0.629655659198761,0.8333333134651184,
88,2.1055376529693604,0.5384615659713745,
89,0.9668261408805847,0.6666666865348816,
90,1.4119964838027954,0.75,
91,0.6943855881690979,0.875,
92,1.335327386856079,0.5789473652839661,
93,0.7392247319221497,0.7931034564971924,
94,1.664519190788269,0.5581395626068115,
95,0.6904116272926331,0.7727272510528564,
96,1.5433039665222168,0.6000000238418579,
97,1.202279806137085,0.6666666865348816,
98,1.2813626527786255,0.6481481194496155,
99,1.415470838546753,0.6666666865348816,
100,1.4237513542175293,0.5555555820465088,
101,0.9765568971633911,0.5882353186607361,
102,0.8562081456184387,0.6499999761581421,
103,1.472853422164917,0.5625,
104,0.992520272731781,0.6538461446762085,
105,0.711482048034668,0.7368420958518982,
106,1.371127724647522,0.6666666865348816,
107,1.2031285762786865,0.6399999856948853,
108,1.0656180381774902,0.6041666865348816,
109,1.1208195686340332,0.5517241358757019,
110,1.2915780544281006,0.6538461446762085,
111,1.1287546157836914,0.6153846383094788,
112,0.8343390822410583,0.7586206793785095,
113,1.240504503250122,0.7068965435028076,
114,1.4153823852539062,0.6399999856948853,
115,1.084747552871704,0.699999988079071,
116,1.0761572122573853,0.6170212626457214,
117,1.941658616065979,0.4444444477558136,
118,1.4443833827972412,0.550000011920929,
119,1.2303123474121094,0.6000000238418579,
120,0.8099458813667297,0.800000011920929,
121,0.811599850654602,0.800000011920929,
122,0.9319025278091431,0.6363636255264282,
123,1.1288894414901733,0.6379310488700867,
124,1.2205097675323486,0.6538461446762085,
125,2.1480906009674072,0.5199999809265137,
126,1.2083364725112915,0.5833333134651184,
127,2.188842535018921,0.5416666865348816,
128,0.9473749995231628,0.6666666865348816,
129,1.1056872606277466,0.774193525314331,
130,0.9409148097038269,0.699999988079071,
131,0.8582575917243958,0.7948718070983887,
132,0.8646385669708252,0.7352941036224365,
133,0.793385922908783,0.800000011920929,
134,1.1912981271743774,0.6122449040412903,
135,1.2510323524475098,0.5555555820465088,
136,0.7503487467765808,0.7692307829856873,
137,1.1725428104400635,0.6785714030265808,
138,1.524134635925293,0.6842105388641357,
139,0.7131583094596863,0.7307692170143127,
140,1.1622471809387207,0.6842105388641357,
141,1.0466792583465576,0.6538461446762085,
142,0.5837389826774597,0.8095238208770752,
143,0.6856867671012878,0.8666666746139526,
144,0.8901230096817017,0.7857142686843872,
145,0.8936756253242493,0.6818181872367859,
146,0.9674990177154541,0.75,
147,1.3597058057785034,0.7222222089767456,
148,0.8814761638641357,0.7241379022598267,
149,0.8821735978126526,0.7647058963775635,
150,0.9779777526855469,0.5945945978164673,
151,0.526401698589325,0.8571428656578064,
152,0.7746232151985168,0.71875,
153,1.1367462873458862,0.7241379022598267,
154,0.6988398432731628,0.8333333134651184,
155,1.1445220708847046,0.6052631735801697,
156,0.9330788850784302,0.6666666865348816,
157,1.0518769025802612,0.8333333134651184,
158,1.02165687084198,0.6896551847457886,
159,0.8868818879127502,0.75,
160,1.5084161758422852,0.5625,
161,0.7495319247245789,0.782608687877655,
162,1.584452748298645,0.5384615659713745,
163,1.1073181629180908,0.6153846383094788,
164,1.2505803108215332,0.7058823704719543,
165,1.1603643894195557,0.6428571343421936,
166,1.0254266262054443,0.644444465637207,
167,0.8373897075653076,0.7272727489471436,
168,0.6375267505645752,0.8095238208770752,
169,1.3123427629470825,0.5454545617103577,
170,0.9874071478843689,0.761904776096344,
171,0.9264155626296997,0.6388888955116272,
172,1.0393867492675781,0.6666666865348816,
173,1.0247516632080078,0.625,
174,0.4815627932548523,0.8666666746139526,
175,1.015027642250061,0.7307692170143127,
176,0.984910249710083,0.7222222089767456,
177,1.0710036754608154,0.75,
178,1.2667133808135986,0.6470588445663452,
179,1.4150280952453613,0.52173912525177,
180,0.7985979914665222,0.7777777910232544,
181,1.034258246421814,0.6190476417541504,
182,0.6458666324615479,0.7647058963775635,
183,1.3427413702011108,0.5625,
184,1.572497844696045,0.5,
185,1.0998080968856812,0.6590909361839294,
186,0.9304481148719788,0.698113203048706,
187,0.4497869312763214,0.8888888955116272,
188,1.121841549873352,0.7307692170143127,
189,0.8051913380622864,0.6571428775787354,
190,1.5946574211120605,0.5483871102333069,
191,0.3993781507015228,0.8666666746139526,
192,1.30873703956604,0.5925925970077515,
193,1.151198148727417,0.5625,
194,0.6290435791015625,0.800000011920929,
195,0.5470582842826843,0.8275862336158752,
196,0.857525646686554,0.7413793206214905,
197,0.996417760848999,0.6571428775787354,
198,0.3525643050670624,0.8666666746139526,
199,0.9988441467285156,0.6666666865348816,
200,0.7018535733222961,0.800000011920929,
201,0.8860906362533569,0.703125,
202,0.8010973930358887,0.699999988079071,
203,0.7471610307693481,0.75,
204,0.875803530216217,0.7333333492279053,
205,0.7002794742584229,0.8181818127632141,
206,0.892537534236908,0.7200000286102295,
207,1.215859293937683,0.6984127163887024,
208,0.4407237768173218,0.9523809552192688,
209,1.249257206916809,0.5,
210,1.6955993175506592,0.5600000023841858,
211,1.112043857574463,0.7599999904632568,
212,1.17954683303833,0.5853658318519592,
213,1.056956171989441,0.6363636255264282,
214,1.0097485780715942,0.7200000286102295,
215,0.9044904708862305,0.7209302186965942,
216,0.6487872004508972,0.7142857313156128,
217,0.9632312059402466,0.6000000238418579,
218,0.7091862559318542,0.7142857313156128,
219,0.6765089631080627,0.800000011920929,
220,0.7026200890541077,0.807692289352417,
221,0.865363597869873,0.6666666865348816,
222,0.9443486928939819,0.75,
223,0.5508816838264465,0.8666666746139526,
224,0.7569693326950073,0.7735849022865295,
225,0.9507734775543213,0.6111111044883728,
226,0.8572561740875244,0.6896551847457886,
227,0.4559291899204254,0.800000011920929,
228,1.008021593093872,0.7222222089767456,
229,1.9835841655731201,0.5600000023841858,
230,1.139323353767395,0.6896551847457886,
231,1.01872980594635,0.6842105388641357,
232,0.9987457394599915,0.6818181872367859,
233,1.3346810340881348,0.7368420958518982,
234,1.1020987033843994,0.6666666865348816,
235,0.6072264909744263,0.782608687877655,
236,0.6539419889450073,0.7777777910232544,
237,1.01264488697052,0.75,
238,0.33284905552864075,0.9523809552192688,
239,0.861128032207489,0.7027027010917664,
240,0.8658028244972229,0.6666666865348816,
241,0.5067543983459473,0.8235294222831726,
242,1.0322521924972534,0.6666666865348816,
243,1.0640608072280884,0.6190476417541504,
244,0.8357739448547363,0.6216216087341309,
245,0.4894371032714844,0.8125,
246,0.7100135684013367,0.7058823704719543,
247,0.6656631827354431,0.7916666865348816,
248,0.42216944694519043,0.875,
249,0.96164870262146,0.6818181872367859,
250,0.777130126953125,0.761904776096344,
251,0.3790062963962555,0.8333333134651184,
252,1.1247327327728271,0.6666666865348816,
253,0.7409092783927917,0.7368420958518982,
254,1.2606053352355957,0.6086956262588501,
255,0.44734564423561096,0.7727272510528564,
256,0.7192288637161255,0.8500000238418579,
257,1.0768569707870483,0.7105262875556946,
258,0.6641988158226013,0.75,
259,1.2194082736968994,0.6200000047683716,
260,0.4548943340778351,0.8636363744735718,
261,1.073577880859375,0.75,
262,0.7005554437637329,0.699999988079071,
263,0.9329196214675903,0.6190476417541504,
264,0.564197301864624,0.9444444179534912,
265,1.0088725090026855,0.7200000286102295,
266,0.6477485299110413,0.8235294222831726,
267,0.6433545351028442,0.800000011920929,
268,0.8738908767700195,0.75,
269,0.8435177803039551,0.5882353186607361,
270,0.7875851988792419,0.7333333492279053,
271,1.0803877115249634,0.7857142686843872,
272,1.7550612688064575,0.5416666865348816,
273,1.1374849081039429,0.5555555820465088,
274,0.7156420946121216,0.8333333134651184,
275,0.9282633662223816,0.6666666865348816,
276,0.9226958751678467,0.7692307829856873,
277,1.0745981931686401,0.6666666865348816,
278,0.6134044528007507,0.800000011920929,
279,0.967194676399231,0.7333333492279053,
280,0.9855951070785522,0.7179487347602844,
281,0.7804180383682251,0.7692307829856873,
282,0.6229062676429749,0.7555555701255798,
283,0.5379651188850403,0.8823529481887817,
284,0.6619701981544495,0.8235294222831726,
285,0.8020273447036743,0.75,
286,0.8006783723831177,0.8888888955116272,
287,1.27543044090271,0.5769230723381042,
288,0.9324378371238708,0.8387096524238586,
289,1.3388463258743286,0.6000000238418579,
290,0.597585916519165,0.800000011920929,
291,0.7933045625686646,0.7307692170143127,
292,0.7850888967514038,0.7272727489471436,
293,0.6973311901092529,0.6875,
294,1.0936031341552734,0.5918367505073547,
295,1.2357813119888306,0.6944444179534912,
296,0.7210285067558289,0.6896551847457886,
297,0.3931652009487152,0.9166666865348816,
298,0.5156185030937195,0.78125,
299,0.9333128929138184,0.7142857313156128,
300,0.9445549249649048,0.7142857313156128,
301,0.7478395700454712,0.695652186870575,
302,0.5899144411087036,0.8095238208770752,
303,0.6709437966346741,0.7307692170143127,
304,1.3646392822265625,0.6153846383094788,
305,0.8662111759185791,0.695652186870575,
306,0.6944124102592468,0.6857143044471741,
307,0.5972729921340942,0.8461538553237915,
308,0.7394992709159851,0.8666666746139526,
309,0.8843837976455688,0.7857142686843872,
310,0.7100337743759155,0.7241379022598267,
311,0.977698564529419,0.625,
312,1.1335283517837524,0.5625,
313,0.8588199019432068,0.6538461446762085,
314,0.8195393085479736,0.761904776096344,
315,0.9922732710838318,0.7358490824699402,
316,1.2126046419143677,0.6944444179534912,
317,0.6094173789024353,0.7586206793785095,
318,0.738318681716919,0.7200000286102295,
319,1.1751118898391724,0.5681818127632141,
320,0.6986120343208313,0.7777777910232544,
321,0.8100383877754211,0.7941176295280457,
322,1.0060832500457764,0.6530612111091614,
323,0.7100602984428406,0.7446808218955994,
324,0.9108707904815674,0.6666666865348816,
325,1.0293422937393188,0.7307692170143127,
326,0.3100055754184723,0.800000011920929,
327,0.8750479221343994,0.692307710647583,
328,0.7172743082046509,0.6896551847457886,
329,1.0005075931549072,0.6785714030265808,
330,0.7886529564857483,0.8064516186714172,
331,0.25916406512260437,0.9444444179534912,
332,0.6711718440055847,0.692307710647583,
333,0.3637729585170746,0.9333333373069763,
334,0.6324217319488525,0.7647058963775635,
335,0.9818199276924133,0.8235294222831726,
336,0.7778676748275757,0.8500000238418579,
337,0.4340246617794037,0.9166666865348816,
338,1.0013751983642578,0.7352941036224365,
339,1.4007644653320312,0.604651153087616,
340,0.6985065340995789,0.7083333134651184,
341,0.6070699691772461,0.8181818127632141,
342,0.8093616962432861,0.7307692170143127,
343,1.0721993446350098,0.5666666626930237,
344,0.8189486265182495,0.800000011920929,
345,0.5657302141189575,0.7857142686843872,
346,0.8692018985748291,0.6666666865348816,
347,0.6446268558502197,0.7948718070983887,
348,0.6122204065322876,0.8571428656578064,
349,0.6588030457496643,0.7647058963775635,
350,0.9815791249275208,0.6333333253860474,
351,0.6842793822288513,0.7045454382896423,
352,0.6165991425514221,0.8235294222831726,
353,0.8142201900482178,0.6129032373428345,
354,0.5603814125061035,0.7777777910232544,
355,0.6779183745384216,0.7857142686843872,
356,0.9100176095962524,0.7692307829856873,
357,0.7595040202140808,0.8518518805503845,
358,0.515583336353302,0.692307710647583,
359,0.8334329128265381,0.692307710647583,
360,1.002752423286438,0.6111111044883728,
361,0.6931982636451721,0.6818181872367859,
362,0.7718567848205566,0.7857142686843872,
363,0.9966128468513489,0.6170212626457214,
364,0.5318236947059631,0.7894737124443054,
365,1.0778923034667969,0.6896551847457886,
366,0.6428033709526062,0.800000011920929,
367,1.171348214149475,0.6296296119689941,
368,0.42552095651626587,0.8095238208770752,
369,0.9287047386169434,0.6578947305679321,
370,0.6938453316688538,0.7560975551605225,
371,0.6029652953147888,0.7692307829856873,
372,0.8522077798843384,0.7045454382896423,
373,0.7870704531669617,0.7037037014961243,
374,0.8116671442985535,0.6666666865348816,
375,0.9379225373268127,0.692307710647583,
376,0.6666743159294128,0.6666666865348816,
377,0.647614061832428,0.7857142686843872,
378,0.5521284937858582,0.8333333134651184,
379,0.7548297643661499,0.7441860437393188,
380,0.5045011639595032,0.7931034564971924,
381,0.701027512550354,0.7692307829856873,
382,0.8905061483383179,0.75,
383,0.5808355808258057,0.8181818127632141,
384,0.6344439387321472,0.8333333134651184,
385,0.5283104181289673,0.8999999761581421,
386,0.19130897521972656,1,
387,0.52423095703125,0.8823529481887817,
388,0.8640400171279907,0.6428571343421936,
389,0.3561934530735016,0.9523809552192688,
390,0.4331180453300476,0.84375,
391,0.5860961079597473,0.8518518805503845,
392,0.961735188961029,0.7105262875556946,
393,0.6262869238853455,0.807692289352417,
394,0.4569281339645386,0.800000011920929,
395,0.7083975672721863,0.6888889074325562,
396,0.9134060144424438,0.7111111283302307,
397,0.594318687915802,0.7777777910232544,
398,0.48215630650520325,0.8823529481887817,
399,0.7648960947990417,0.7333333492279053,
400,0.4774576425552368,0.800000011920929,
401,0.4605255126953125,0.9230769276618958,
402,0.44636473059654236,0.875,
403,0.5567647218704224,0.800000011920929,
404,0.8896571397781372,0.7142857313156128,
405,0.2506357729434967,0.9166666865348816,
406,1.1146738529205322,0.75,
407,0.8732794523239136,0.7575757503509521,
408,0.5216125249862671,0.875,
409,0.8760275840759277,0.6842105388641357,
410,0.7275115847587585,0.695652186870575,
411,0.28246960043907166,0.9166666865348816,
412,0.5050079822540283,0.8125,
413,0.4596574604511261,0.8846153616905212,
414,0.7267552614212036,0.7307692170143127,
415,0.4081689119338989,0.8275862336158752,
416,0.6303846836090088,0.807692289352417,
417,0.6442699432373047,0.7142857313156128,
418,0.4601099491119385,0.8260869383811951,
419,0.7031375765800476,0.7857142686843872,
420,0.4162128269672394,0.7894737124443054,
421,0.4996325969696045,0.761904776096344,
422,0.6579384207725525,0.9444444179534912,
423,0.9624763131141663,0.4444444477558136,
424,0.7061895728111267,0.7692307829856873,
425,0.47809839248657227,0.800000011920929,
426,0.8000301122665405,0.75,
427,0.43233823776245117,0.875,
428,0.570586085319519,0.800000011920929,
429,0.22131207585334778,0.9666666388511658,
430,0.6272057294845581,0.8500000238418579,
431,0.556475043296814,0.8333333134651184,
432,0.7916432619094849,0.7333333492279053,
433,0.919089674949646,0.6800000071525574,
434,0.4349766671657562,0.8571428656578064,
435,0.40246063470840454,0.8620689511299133,
436,0.8778062462806702,0.7419354915618896,
437,0.8542487621307373,0.71875,
438,0.5588148832321167,0.8461538553237915,
439,0.37015724182128906,0.8666666746139526,
440,0.5735721588134766,0.8095238208770752,
441,0.6007083654403687,0.8999999761581421,
442,0.7241842150688171,0.8103448152542114,
443,1.0274935960769653,0.6896551847457886,
444,0.8043138980865479,0.6818181872367859,
445,0.7281194925308228,0.6333333253860474,
446,1.1618072986602783,0.6200000047683716,
447,0.6155930161476135,0.7659574747085571,
448,0.2743496596813202,0.9047619104385376,
449,0.5379430055618286,0.8666666746139526,
450,0.4980210065841675,0.9130434989929199,
451,0.7572072148323059,0.75,
452,1.112966537475586,0.7222222089767456,
453,0.16704419255256653,0.9333333373069763,
454,0.5582757592201233,0.7599999904632568,
455,0.4718153178691864,0.8611111044883728,
456,1.3698638677597046,0.6800000071525574,
457,0.9409138560295105,0.7647058963775635,
458,1.4613561630249023,0.6000000238418579,
459,0.5029370188713074,0.8947368264198303,
460,1.0885998010635376,0.761904776096344,
461,0.8593555092811584,0.7941176295280457,
462,0.6378015875816345,0.7777777910232544,
463,0.6850908398628235,0.7142857313156128,
464,0.6133082509040833,0.7692307829856873,
465,0.9098026156425476,0.7083333134651184,
466,0.7657146453857422,0.7307692170143127,
467,0.3462456464767456,0.8888888955116272,
468,0.5640734434127808,0.800000011920929,
469,0.49926719069480896,0.8717948794364929,
470,0.6888786554336548,0.7857142686843872,
471,1.583001732826233,0.5833333134651184,
472,0.8532917499542236,0.7142857313156128,
473,0.6703422665596008,0.8666666746139526,
474,0.494817316532135,0.7777777910232544,
475,1.2377041578292847,0.5806451439857483,
476,0.2824110984802246,0.9166666865348816,
477,0.9240575432777405,0.7777777910232544,
478,0.40102145075798035,0.9090909361839294,
479,0.403392493724823,0.949999988079071,
480,1.0361056327819824,0.6341463327407837,
481,0.3131062090396881,0.8333333134651184,
482,0.6877030730247498,0.7297297120094299,
483,0.6997748613357544,0.7142857313156128,
484,0.18088214099407196,0.9333333373069763,
485,0.6877833008766174,0.6470588445663452,
486,0.37991413474082947,0.8571428656578064,
487,1.3365811109542847,0.6000000238418579,
488,0.7673400640487671,0.75,
489,1.1184321641921997,0.6153846383094788,
490,1.0461935997009277,0.739130437374115,
491,0.3205544054508209,0.8333333134651184,
492,0.5537421703338623,0.7272727489471436,
493,0.8223658204078674,0.7551020383834839,
494,0.6549893021583557,0.8235294222831726,
495,0.7695271968841553,0.7222222089767456,
496,0.44465887546539307,0.8461538553237915,
497,0.4767831563949585,0.8846153616905212,
498,0.7955541610717773,0.75,
499,0.5499812364578247,0.8888888955116272,
500,0.2520291805267334,0.9200000166893005,
501,0.8247448205947876,0.7547169923782349,
502,0.5856310129165649,0.8500000238418579,
503,0.7013014554977417,0.7358490824699402,
504,0.47260528802871704,0.761904776096344,
505,1.0566316843032837,0.5925925970077515,
506,0.6493949890136719,0.7804877758026123,
507,0.9934916496276855,0.75,
508,0.6305524110794067,0.8500000238418579,
509,0.9149319529533386,0.7200000286102295,
510,0.5678005218505859,0.7692307829856873,
511,0.8576045036315918,0.7368420958518982,
512,0.29934361577033997,0.8636363744735718,
513,0.48862501978874207,0.9090909361839294,
514,0.816150963306427,0.6428571343421936,
515,0.5171723365783691,0.8235294222831726,
516,0.5821998715400696,0.8571428656578064,
517,0.6436893343925476,0.774193525314331,
518,0.4948279559612274,0.800000011920929,
519,1.0536959171295166,0.6499999761581421,
520,0.9056860208511353,0.7435897588729858,
521,0.9433438181877136,0.6666666865348816,
522,0.5724316835403442,0.8965517282485962,
523,1.0527678728103638,0.6315789222717285,
524,0.40558555722236633,0.8823529481887817,
525,0.3150028884410858,0.9411764740943909,
526,0.5237587094306946,0.800000011920929,
527,0.9368751645088196,0.6530612111091614,
528,0.5345239043235779,0.8529411554336548,
529,0.47516778111457825,0.8823529481887817,
530,0.15816497802734375,1,
531,0.305940717458725,0.9090909361839294,
532,0.5454623103141785,0.9047619104385376,
533,0.7159793972969055,0.7586206793785095,
534,0.5579385161399841,0.7647058963775635,
535,0.3950687050819397,0.8518518805503845,
536,1.0212856531143188,0.7142857313156128,
537,0.786684513092041,0.7200000286102295,
538,0.7265894412994385,0.8148148059844971,
539,1.105685830116272,0.6136363744735718,
540,0.8443259000778198,0.7222222089767456,
541,0.5079647302627563,0.800000011920929,
542,0.6885931491851807,0.7307692170143127,
543,0.4420106112957001,0.8333333134651184,
544,0.6660919785499573,0.8333333134651184,
545,0.8945721983909607,0.7599999904632568,
546,0.8260602355003357,0.738095223903656,
547,1.0635994672775269,0.6666666865348816,
548,0.6067482829093933,0.8333333134651184,
549,1.3658407926559448,0.692307710647583,
550,0.7210323810577393,0.7045454382896423,
551,0.6772527694702148,0.7297297120094299,
552,0.5079003572463989,0.8461538553237915,
553,0.6725432872772217,0.6818181872367859,
554,0.6493877172470093,0.800000011920929,
555,0.7634371519088745,0.7142857313156128,
556,0.34063053131103516,0.90625,
557,0.6062588095664978,0.7307692170143127,
558,0.926340639591217,0.6170212626457214,
559,1.056731104850769,0.6896551847457886,
560,0.2373388409614563,0.9047619104385376,
561,0.6642724871635437,0.8709677457809448,
562,0.5863296389579773,0.7083333134651184,
563,0.9363369941711426,0.6842105388641357,
564,0.5640209317207336,0.7931034564971924,
565,0.6566577553749084,0.7857142686843872,
566,0.9430203437805176,0.625,
567,1.33819580078125,0.5813953280448914,
